review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R3PQFUOLSJBHRB,B099TJGJ91,5.0 out of 5 stars Bose quality,Tenkiller,5,"Bose has been one of the gold standard in sound for decades. So it’s not surprising that they pack a lot of quality into this little speaker. For one thing, holds a charge a long time! And it announces each time it’s turned on how much charge is left. No guessing. The sound quality is really decent for the size of the speaker. It can get very, very loud, if that’s your thing. It has a bass booster that I usually leave on. I appreciate that it is water resistant as I take this into the bathroom, the kitchen, camping, etc. It paired readily with my iPhone. There are some other features I haven’t played with yet, like doing my Teams meetings with it using the onboard mic, but I suspect it will be fine. If you are looking for a reasonably small Bluetooth speaker with a big sound without breaking the bank, give it a try.","Reviewed in the United States August 4, 2024",AG4KHYIUPQPNTJR7JU5GD7DGV7QQ,TRUE,0,Color: Green
R1JSRE6SH7YE46,B099TJGJ91,"5.0 out of 5 stars Good sound, solid unit, but CONNECTION difficulties to know",Dexter Haven,5,"You may have trouble getting this to play sound from you desktop computer, as I did. The unit misleads you by saying you need to download the app 'Bose connect'. I tried to, but could not get it to download from the App store or from the Bose website. Other Bluetooth speakers connected automatically for me, so this was a hassle. I tried to chat with the Bose help bot, but it was of no help; the lady on the phone at Bose tech support was of no help and disconnected mid-sentence and didn't call me back. I tried to return the item on Amazon, then saw a troubleshooting video. Open your 'systems settings' on your computer and select 'sound'; click the Bose option for speaker 'output'. For some reason this Bose unit doesn't default as the output as other Bluetooth speakers did on my computer. Then you should be able to hear it.","Reviewed in the United States July 30, 2024",AGMDFCAFNSOMPAQOPYPJSNKY2HGA,TRUE,0,Color: Stone Blue
R2MLVPMTCERUY,B099TJGJ91,5.0 out of 5 stars Best small portable bose speaker ever!,Lauren Burke,5,This is our 4th Bose speaker that we've purchased. I bought this one to replace my Bose soundlink color 2 speaker that stopped working after a few years. I'm so glad I purchased it! It has waaaaaay better sound quality than the soundlink color 2 model! I was ecstatic when I plugged it in and heard how awesome the bass is and the volume level it goes up to is great! I'm excited to take it to the beach and the pool! I just received it in the mail today and wanted to let others know how great it sounds. Hopefully it lasts awhile! Buy it! You'll love it! I just ordered a hard case for it to keep the charging cord with it and to protect it when I pack it in my beach bag and suitcase when traveling. I love the stone blue color. I highly recommend this Bose flex speaker!!!!,"Reviewed in the United States July 21, 2024",AH6PAONOIJTCWDHJBZNAVNICK7UQ,TRUE,0,Color: Stone Blue
R363RRXDDAFSL1,B099TJGJ91,"5.0 out of 5 stars Amazing Bose speakers in looks, easy to use, and an awesome sound!",Chris,5,"I LOVE these Bose speakers! I got two so I could do stereo sound. It has a “party” setting also. I have a wraparound porch so it stretches the sound out nicely! I like the rubber cover because I use them outside a lot! It was easy to pair it to my phone and to pair up the second speaker. Just follow the instructions provided! This was a great investment because I’m all about music 🎶 and good sound. I even listen to my podcasts using them. You can adjust the speakers either by the controls on the speaker or by your phone, which is really convenient! Even if I’m talking on the phone and want the conversation heard, it can come across the speaker! The USB/C charger cord comes with it. It charges very quickly! I like when you turn it on it tells you what the battery level is at and where it is paired to. These are the best little speakers with a huge sound that I have ever had! But then….it’s a BOSE!!!! The loop on the side makes it possible to hang the speaker easily too. That’s especially helpful outside on the porch where I have a number of hooks for hanging plants! I don’t have to worry about its stability, although it has a nice balance of weight to it just to sit it on a railing! If you like what I described, you will want to own one or more! It’s worth it!!!","Reviewed in the United States July 2, 2024",AG5JIIHBPOPFMX2ZVVWDWOPO4OMQ,TRUE,15,Color: Stone Blue
RM8XKNWXW2JYF,B099TJGJ91,5.0 out of 5 stars BOSE for the WIN!!!,Onile Stacey,5,"This Bose speaker does not disappoint! The sound is crisp and clear, and I love the bass levels; when that bass kicks in, it becomes a full-on party! The color is perfect, as it fits all of my periwinkle/lavender color schemes. I had no problem connecting my phone and my MacBook Air to the Bose app. I did have to go into my settings and change the output to the Bose speaker, but other than that, the connection is flawless!I recommend this speaker to anyone who wants superb sound on the go or stationary. Oh, and it holds a charge for quite some time. I love how it lets me know how much charge I have remaining and which device it connects to when I turn it on.This is a fun product and also use it for my massage work it really is a handy tool as well.","Reviewed in the United States July 16, 2024",AFDJQE4XDMVCR3MMLC2F3YAMJ5FQ,TRUE,1,Color: Chilled Lilac
R2MAV4C6A149IH,B099TJGJ91,"5.0 out of 5 stars great sound, easy to use",Gailviolin,5,"I've had a few different bluetooth speakers and this one is by far the best. My last one was okay but had annoying flashing ""disco party"" type lights that took 6 pushes to turn off. It was hard for me to finally decide to replace since nothing was wrong with it, it just irritated me. This one has the best sound of all my speakers, easy use buttons, easy to set-up. Has automatic shut-off, which is a plus in my book. Basically, you get what you pay for, and this is worth it.","Reviewed in the United States August 6, 2024",AGMV6S54ECLF76MRQLGULO77HSCQ,TRUE,0,Color: Stone Blue
RCN8ABJ1TO325,B099TJGJ91,5.0 out of 5 stars Great for Audible Books,Zac s.,5,"This speaker is really good for listening to Audiobooks.Works well for casual party music by the fire outside.Works well for garage time working on motorcycle or truck.I would say, if you want a super bass speaker, this is not it. This is decent. Even for my ears, which I am hard at hearing. It's a nice looking speaker. Not too heavy. I use it mostly in the kitchen while I cook. It's probably a 4/5 there is much better speakers in the market. But, not for that price. It is a mono speaker on the right and a Support speaker on its left.If I could have changed anything about the speaker.. I would design it to be stero speaker. But I suppose I could just buy another and pair them together to get stero.","Reviewed in the United States July 14, 2024",AHY3MSBL4AB3SG7IX74XALOR76DA,TRUE,2,Color: Stone Blue
R11TUE6Y91ZTPI,B099TJGJ91,5.0 out of 5 stars Excellent full spectrum sound,D Glass,5,"I use this mostly with my digital TV. It connects by bluetooth automatically. I have it by my livingroom chair and can hear my TV perfectly over all the apartment noises. The bass is amazing for such a small speaker, much better sound than the TV. It is my second one as I gave my first Bose speaker(different model) to my mechanically-minded son thinking it was broken. He figured out it was the charging base it sat on and not the speaker that was broken. He plugs it in directly (like this one)to charge and it works perfectly despite being 9 years old.","Reviewed in the United States July 31, 2024",AGVBSAPNFETY4MRIQX33J7NZCN5A,TRUE,1,Color: Green
RZLFK0U17P3AL,B099TJGJ91,5.0 out of 5 stars FANTASTIC acoustics. Easy pairing.,Owen Hewetson,5,"I listen to a variety of music from Country to Rock. The acoustics of this Bose is spot on. All instrumentation comes though nicely while the vocals are crystal clear. The drums of ""In the Air Tonight"", the guitar solo of ""Comfortably Numb"" and the vocals in ""Bohemian Rhapsody"" want for NOTHING.Half volume is more than enough for me in our lounge with the speaker on the far side of the room.I am a bit ""Technically Challenged"", but pairing the speaker up to my iPhone is a breeze.I can recommend without hesitation.","Reviewed in the United States July 31, 2024",AFOHJOWNEYYE4JNELZNAYYDQ733A,TRUE,0,Color: Chilled Lilac
R3F7JYC0PYH0JW,B099TJGJ91,5.0 out of 5 stars This a Great Buy and a Huge Value,Bob D.,5,"My wife asked for another product for her birthday, but she saw this speaker on line. She came to me and said ""I know you ordered XXXXXXXXXX but I'm pining for this and is there any chance you could cancel that and get me this?"" I said the item couldn't be returned but I've got a bunch of points and we ordered the speaker. Very glad we ordered it! Sounds great! The only downside is the charging cable is too short; I just used a different cord.","Reviewed in the United States August 4, 2024",AEWF5HEADBXML5O2C5EOIURMUTEQ,TRUE,0,Color: Black
R1V15QXTC1CXMA,B099TJGJ91,5.0 out of 5 stars Nice speaker,Henry,5,"Pairing this speaker with my phone was easy. couple glitches but had it done in 10 min. Very loud, can hear it everywhere in my 1100sq ft home. Mainly I bought it for out on my boat. I can hear the radio even when my 90 4 stroke is full throttle. No buttons sticking out to break, this seems durable expect this will be in service for a long time. Battery life seem okay. Gotten it wet with no issue. Not going to water test it, will save that for somebody else. Yes, I would recommend it.","Reviewed in the United States July 31, 2024",AE3KWAMUVSXDEQILGJTAR33SBJSA,TRUE,0,Color: Black
R3CQS0XLE2W5AZ,B099TJGJ91,5.0 out of 5 stars Amazing quality,Ocean lover,5,"I trust Bose! Have radios of 30 years old still work and sound perfectly. You always pay more, but the quality and workmanship you can’t deny….they are just amazing and last forever, to me that is worth a lot. We own 2 clock radios, headphones and now this wireless speaker. This speaker was easy to connect to phone etc and works great. Sound quality is amazing. Charges up quickly and each time you use it will tell you how much charge you have left. We use it often as we sit by our fire pit at night. Very happy with item!!","Reviewed in the United States July 24, 2024",AF4YNVIQRZ7TNVIVRO5V6VRNW5FA,TRUE,4,Color: Stone Blue
R1NJVFBBSQHMJQ,B099TJGJ91,4.0 out of 5 stars Decent sound regardless of orientation,Amazon Customer,4,"It was on sale. It was purple. It was Bose. Those were my reasons for purchasing, despite the reviews complaining about the voice prompts. I used the Bose Connect app to set it up, but I deleted the app afterwards. It was always saying the speaker disconnected even though it was still playing. The app let me turn off the voice prompts. Then I found the actual user manual online and discovered an alternate method:Press and hold + and - simultaneously until you hear “Voice prompts off.”It sounds pretty good, but I mosty use it for voice.It doesn't matter how it is oriented; it still sounds good.But the material that it's made of is messy. It picks up dust and dog hair way too easily. I am trying to find a good way to keep it clean.I think it's going to work well for me.","Reviewed in the United States July 18, 2024",AHXBSFLODAFXN733X6TNRLBILMAA,TRUE,1,Color: Chilled Lilac
R2CLQB668O7RHB,B099TJGJ91,5.0 out of 5 stars Perfect for every day use!,Bryan,5,"This thing is awesome, I got it in the green and it has woodsy vibes. The sound is amazing. I use it 2x a day in the shower as well as on my back sun porch. It packs the perfect amount of bass and the sound quality is superb with everything from pop, r and b, country, classical, opera, you name it. The battery life is good and the connectivity is instant. Very happy with it.","Reviewed in the United States August 6, 2024",AHNJKX5B5IMJ43GFL4TJIHOXTEWQ,TRUE,0,Color: Green
R1RC8B8SAHAJGQ,B099TJGJ91,4.0 out of 5 stars Bose girl here…,C-Line,4,"I’ve been purchasing Bose products for about 25yrs. Their products are usually well made, durable, sturdy, efficient and unbreakable (based on how you care for your products). I purchased this little gem and didn’t open it until a week later. Used it for 2 hours, put it back in the storage case that I purchased (because we must care for our Bose products properly)LOL. Went to use it today (3 days later) and the battery is at 30%. The battery 🪫 life on this speaker SUCKS!!!! Bose needs to upgrade or do something about this speakers battery life. Other than that, it’s a great speaker with great output (to my liking).","Reviewed in the United States August 4, 2024",AGPIOFYEAQFGLB7IRE3EXGB6Z3CA,TRUE,1,Color: Chilled Lilac
R1YRCHPCA2STP4,B099TJGJ91,5.0 out of 5 stars Small speaker Big sound,Tony,5,"What’s not to like about this speaker. Great sound in a small package. The highs and lows air outstanding. I own several Bose products and a few from other well known brands. So I truly appreciate great sound reproduction. For the size, this is outstanding. I read other reviews that say not enough bass or treble. I believe you will enjoy this speaker for what it is. A small but great sounding speaker.","Reviewed in the United States August 2, 2024",AH35HARRVML5DRKBBBVQ7OBEA7FA,TRUE,0,Color: Chilled Lilac
R2TK77MNUQQ83Q,B099TJGJ91,5.0 out of 5 stars Wow!,Mark Twain,5,"I bought this Bluetooth speaker as a replacement for my another brand of speaker that was showing its age after several years. This speaker sounds really, really good for its size. It puts out quite a bit of bass for a speaker this size. I wish the battery lasted longer, but of course if it lasted twice as long, I would still make the same comment. I highly recommend this speaker. 👍🏻","Reviewed in the United States July 29, 2024",AE5EQTJLIIAW2WNE3U7P6S2UBQTA,TRUE,0,Color: Green
R3QD4367BIJL9T,B099TJGJ91,5.0 out of 5 stars Great Quality!!!,Katherine,5,"I bought this for my husband on Amazon Prime Day, but I LOVE it so much that he has left it in our kitchen so I can also use it during the day. The sound is amazing! We were listening to a Dave Matthews concert and truly it was like we were there. Highly recommend!!!!!!","Reviewed in the United States August 1, 2024",AEGJ7QY7EDP3U5FBMYVBXOVYINIQ,TRUE,0,Color: Stone Blue
RBG5RFJZC1MGC,B099TJGJ91,5.0 out of 5 stars Very impressive sound quality!!!,D. Oneal,5,"I wanted a small Bluetooth speaker for my computer for basic sound, music, YouTube videos etc. when I didn't feel like putting on my head phones. So picked up this Bose after reading the glowing reviews. Being a Bose I expected good sound but this blew past my expectations when it came to bass and clarity. Battery life was also good as well as charging time. Very pleased!!","Reviewed in the United States July 26, 2024",AFU3EDBQ4BRM6G7UJ52Y5MO53H5Q,TRUE,0,Color: Stone Blue
R17AN21AFS73JW,B099TJGJ91,5.0 out of 5 stars What A Powerful Bluetooth Speaker!,JJG,5,"Bose is known for its quality speakers and this is no exception. I work outside in my garden for hours on end and I need to connect with music, podcasts and Audible books. This unit exceeded my expectations. It is just fantastic and I bought it on sale, 33-1/3% off. What a steal.","Reviewed in the United States August 6, 2024",AF5XGD5ER3SVPG2IET4LLPIW2S2A,TRUE,0,Color: White Smoke
RJS5OJZTUADXL,B099TJGJ91,5.0 out of 5 stars Bose never disappoints!,Dee,5,"I have been a Bose fan for quite sometime! The sound quality, range and performance are great! I connect it to my phone where I listen to music, live events and podcasts! I jumped at the chance when it went on sale during Prime! The fact that it has a hook for portability is great.","Reviewed in the United States August 3, 2024",AEFEWW7MGLG452MILUQHZV3SJMWA,TRUE,0,Color: White Smoke
R10Y99NMT2ANOC,B099TJGJ91,5.0 out of 5 stars Great speaker,Sandy C,5,I am so impressed with this speaker. I have been using small cheap speakers for a long time. I couldn't believe the difference. I didn't realize how crappy my speaker was until I started listening to this speaker. There is a HUGE difference. I would recommend this 100%.,"Reviewed in the United States August 8, 2024",AEQA5HRUBC67VPBIC3P6S5X4E2ZA,TRUE,0,Color: Black
R2JT5RDJ7766OF,B099TJGJ91,5.0 out of 5 stars Ideal companion for travel or at home (or anywhere for that matter),Steven Roach,5,"I must admit, I initially wondered if I would miss stereo sound from my listening experience because this particular unit puts out mono sound. You can pair two of them and get stereo separation, but in my opinion, that would be a bit contrary to one of its main features, portability. In any case, the sound quality that comes out is full and rich including low-end. I've been listening to my favorite music through this speaker, music I've heard since the 70s through all manner of listening devices from full-featured stereo systems to Walkman headset units, and the listening experience through this speaker is beautiful.","Reviewed in the United States July 5, 2024",AGH4ZFHPMEDDJFWGXMIRZ7HX7A3A,TRUE,0,Color: White Smoke
RQ5NKF7TUKPUI,B099TJGJ91,"5.0 out of 5 stars Awesome sound, sturdy build!",Jun Mark,5,"I was in doubt at first because of how small it looks like, but don’t be fooled – this fella packs a punch! Sound signature is amazing for its size, no compression whatsoever even in max volume. Sturdy build as well, perfect for outdoor activities!","Reviewed in the United States August 7, 2024",AHKFPZCPIRGCG6ZMEISA3QP63ZIA,TRUE,0,Color: Black
R24MVY0N6OV14Y,B099TJGJ91,5.0 out of 5 stars It sounds so good!!!,Stacey,5,"I had a 10+ year old Bluetooth speaker that was slowly dying, so I bought this one on Prime Day. Let me tell you, it is LOUD, has great sound, bass, it's portable, and easy to connect to my iPhone. The battery charges fast, and it stays charged for days of use. I LOVE IT.","Reviewed in the United States July 29, 2024",AGTMOFOWIWGMDQZA7YGTULRSRREQ,TRUE,0,Color: Stone Blue
